"sample_id","ground_truth_path","prediction_path","compile_success","load_success","chamfer_distance","hausdorff_distance","watertight_pred","euler_pred","eecm","sphericity_pred","sphericity_discrepancy","model","method_context","prompt_set","round_name","round_slug","level","difficulty","position_in_level_file","position_in_prompt_file","target_code","uid","source_stl","prompt","word_count","char_count","reference_model_path","rotation_aligned","alignment_chamfer_distance"
"UB40-E007","data/reference_models/stl/UB40-T007.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.06031555251607498","0.15876049698559253","True","2.0","0.0","0.41058102691095755","0.13216370459548066","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","7","7","UB40-T007","UB40-T007","UB40-T007.stl","This solid is a thin plate about 120 units long, 40 units wide, and 18 units thick, with a slightly trapezoidal plan outline instead of a strict rectangle. Three circular through-holes run along the long direction in a roughly even sequence from one end toward the other. The thickness stays uniform and the broad faces stay flat, with no added pockets, bosses, or secondary perforations.","65","388","data/reference_models/stl/UB40-T007.stl","True","0.06031555251607498"
"UB40-E008","data/reference_models/stl/UB40-T008.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.16774954055738192","0.4524004233186283","True","2.0","1.0","0.15817436247823458","0.5660695905837007","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","8","8","UB40-T008","UB40-T008","UB40-T008.stl","This solid is a centered three-stage square pedestal within an envelope of about 0.75 by 0.75 by 0.60 units. A wide square base supports a smaller centered square tier, and above that sits a square pyramid whose four sloping triangular faces meet at a single apex. The whole object is symmetric about both plan axes and contains no holes or off-center secondary features.","63","371","data/reference_models/stl/UB40-T008.stl","True","0.16774954055738192"
"UB40-E009","data/reference_models/stl/UB40-T009.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.24041481486456373","0.4859445876264708","True","2.0","0.0","0.19469680121386304","0.08295630722030294","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","9","9","UB40-T009","UB40-T009","UB40-T009.stl","This solid is a thin annular ring with an outer diameter of about 0.5625 units and a thickness of about 0.1388 units. A concentric circular opening passes through the middle, leaving a continuous annular band of fairly uniform width around it. The top and bottom faces are flat and parallel, and the ring has no spokes, flats, tabs, or interruptions in its circular form.","64","371","data/reference_models/stl/UB40-T009.stl","True","0.24041481486456373"
"UB40-E010","data/reference_models/stl/UB40-T010.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.10782849503700402","0.26794301863932124","True","2.0","1.0","0.19108677346270914","0.1536939111132004","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","10","10","UB40-T010","UB40-T010","UB40-T010.stl","This solid is a thin U-shaped open frame occupying roughly 0.5625 by 0.2507 by 0.1355 units overall. Material runs around three sides of a rectangular opening while the fourth side remains open, and each lower end extends outward to form a short foot. The frame keeps a uniform prismatic section and includes no circular holes, added tabs, layered steps, or recessed pockets.","62","375","data/reference_models/stl/UB40-T010.stl","True","0.10782849503700402"
"UB40-E011","data/reference_models/stl/UB40-T011.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.007826445644875168","0.0189355945171804","False","1.0","0.0","0.44884255119863886","0.03621138162379234","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","11","11","UB40-T011","UB40-T011","UB40-T011.stl","This solid is a very slender cylindrical pin about 0.75 units long and about 0.043 units in diameter. Its shaft remains constant in diameter from end to end, and both ends terminate in flat circular faces. The geometry is entirely axisymmetric and contains no head, taper, groove, cross-drilled hole, or other attached feature.","53","327","data/reference_models/stl/UB40-T011.stl","True","0.007826445644875168"
"UB40-E012","data/reference_models/stl/UB40-T012.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.022051320591991393","0.11139068370004417","True","2.0","1.0","0.3475926225729849","0.02023526263958053","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","12","12","UB40-T012","UB40-T012","UB40-T012.stl","This solid is a thin square-like plate about 0.5625 by 0.4688 units in plan and about 0.0375 units thick, with rounded outer corners. Near one corner, a large circular blind pocket is recessed from the top face, clearly off-center and not passing through the bottom. The rest of the plate remains flat and simple, with no further holes, slots, pads, or raised geometry.","63","369","data/reference_models/stl/UB40-T012.stl","True","0.022051320591991393"
"UB40-E013","data/reference_models/stl/UB40-T013.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.05291824444741849","0.09853579923262838","True","2.0","1.0","0.16926828721881804","0.4907934619030584","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","13","13","UB40-T013","UB40-T013","UB40-T013.stl","This solid is a capsule-shaped prism about 0.5625 units long, 0.1238 units wide, and 0.1014 units thick. Its plan outline is made from two straight parallel sides joined by equal semicircular ends, producing a pill-like shape that is symmetric along its long axis. The body has constant thickness and contains no perforations, recesses, notches, or protruding subfeatures.","57","372","data/reference_models/stl/UB40-T013.stl","True","0.05291824444741849"
"UB40-E014","data/reference_models/stl/UB40-T014.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.1995638615363386","0.5082285473335656","True","2.0","1.0","0.21790170942614107","0.519253850211452","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","14","14","UB40-T014","UB40-T014","UB40-T014.stl","This solid is a thin prism with a teardrop-shaped outline, fitting inside roughly 0.2428 by 0.2428 units and measuring about 0.08 units thick. One end is broad and rounded, while the opposite end narrows continuously to a pointed tip. The top and bottom faces remain flat, and no holes, bosses, or side cutouts are added to the simple tapered outline.","60","351","data/reference_models/stl/UB40-T014.stl","True","0.1995638615363386"
"UB40-E015","data/reference_models/stl/UB40-T015.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.28932223073062546","0.5131172464158724","True","2.0","1.0","0.41058102691095766","0.4878115649295197","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","15","15","UB40-T015","UB40-T015","UB40-T015.stl","This solid is a short rotationally symmetric cylinder about 80 units long and about 100 units in diameter. One circular end is plain and flat, while the opposite circular end is a concentric stepped face with an outer annular rim around a slightly inset inner circle. The outer side wall remains cylindrical rather than tapering like a frustum, and no grooves, bores, collars, or non-axisymmetric details interrupt the form.","69","424","data/reference_models/stl/UB40-T015.stl","True","0.28932223073062546"
"UB40-E016","data/reference_models/stl/UB40-T016.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.10005846023507539","0.4233895542547657","True","0.0","0.0","0.21472513477876573","0.2109163170508335","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","16","16","UB40-T016","UB40-T016","UB40-T016.stl","This solid is a compact flange-type component with an outer diameter of about 25.4 units and an overall axial depth of about 6.76 units. A large central through-hole is surrounded by six smaller through-holes placed evenly on a circular bolt pattern, while the rear side carries a short coaxial hub rising from a wider circular shoulder. The geometry stays concentric and radially organized except for the repeated bolt-hole array.","69","431","data/reference_models/stl/UB40-T016.stl","True","0.10005846023507539"
"UB40-E017","data/reference_models/stl/UB40-T017.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.04188473617942831","0.20080416556764474","True","2.0","0.0","0.11297572338636909","0.2655900658916568","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","17","17","UB40-T017","UB40-T017","UB40-T017.stl","This solid is a flat rectangular mounting plate about 250 units long, 150 units wide, and 16 units thick. One circular through-hole sits near each corner, with all four holes inset from the edges and arranged symmetrically about the plate centerlines. Beyond those corner holes, the plate remains a plain slab with straight edges and no slots, pads, countersinks, or extra surface shaping.","63","389","data/reference_models/stl/UB40-T017.stl","False","0.04188473617942831"
"UB40-E018","data/reference_models/stl/UB40-T018.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.03547148837240372","0.04466297673173047","True","2.0","0.0","0.27506990519938396","0.2687866165636365","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","18","18","UB40-T018","UB40-T018","UB40-T018.stl","This solid is a straight cylindrical rod about 163.8 units long and 16 units in diameter. Near one end, a small circular hole passes transversely through the shaft, perpendicular to the rod axis. The rest of the shaft remains smooth and uniform, ending in flat circular faces and showing no grooves, heads, steps, or additional openings.","56","337","data/reference_models/stl/UB40-T018.stl","True","0.03547148837240372"
"UB40-E019","data/reference_models/stl/UB40-T019.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.12219619136774018","0.277670183528338","True","2.0","0.0","0.18358472130133194","0.4115848097312902","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","19","19","UB40-T019","UB40-T019","UB40-T019.stl","This solid is a plate-like body about 107.95 units wide, 76.2 units tall, and 25.4 units thick. The lower half is rectangular, while the upper outline rises into a broad arch with softened upper corners, and two circular through-holes occupy the upper left and upper right regions in mirrored positions. The central material between the two holes remains intact, and no further cutouts or bosses are introduced.","67","411","data/reference_models/stl/UB40-T019.stl","True","0.12219619136774018"
"UB40-E020","data/reference_models/stl/UB40-T020.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.08903925351899936","0.2411380034788477","True","2.0","1.0","0.5001021117861725","0.06929829798918885","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","20","20","UB40-T020","UB40-T020","UB40-T020.stl","This solid is a tall rectangular block with an outer envelope of about 76.2 by 50.8 by 152.4 units. A deep U-shaped slot opens downward from the top face and leaves two upper prongs, but the exterior still reads as a single block rather than a forked frame in side view. Apart from that top-entry slot, the side faces stay flat and plain, with no circular holes or additional side recesses.","71","390","data/reference_models/stl/UB40-T020.stl","True","0.08903925351899936"
"UB40-E021","data/reference_models/stl/UB40-T021.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.05535028440650222","0.10675298107653568","True","2.0","0.0","0.14923758044438018","0.031188221633693322","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","21","21","UB40-T021","UB40-T021","UB40-T021.stl","This solid is a thin-walled bracket frame approximately 120 units long, 40 units high, and 21 units deep. Two side walls are tied together by a lower bridge and an upper sloping web, leaving a large open central window. Inside that opening sits a narrower middle panel carrying one large circular opening together with four smaller surrounding holes, and each outer end plate contains one small hole. The result is a light frame-like component with substantial open space, not a closed solid block.","83","498","data/reference_models/stl/UB40-T021.stl","True","0.05535028440650222"
"UB40-E022","data/reference_models/stl/UB40-T022.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.049208739416031336","0.23449043001354647","True","2.0","0.0","0.29779915590513706","0.03727921892303182","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","22","22","UB40-T022","UB40-T022","UB40-T022.stl","This solid is a flat three-lobed washer-like plate about 299.75 by 276.72 units in plan and about 15 units thick. A circular through-hole occupies the center, the outer boundary swells into three rounded lobes, and the spaces between them are shaped by concave inward arcs. The plate remains thin and uniform, with no ribs, bosses, extra holes, or stepped thickness variations.","61","377","data/reference_models/stl/UB40-T022.stl","True","0.049208739416031336"
"UB40-E023","data/reference_models/stl/UB40-T023.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.07589672310691109","0.23307210827879996","True","2.0","0.0","0.4116983026990274","0.2279672720931946","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","23","23","UB40-T023","UB40-T023","UB40-T023.stl","This solid is an elongated mounting plate about 108 units long, 53.1 units wide, and 10.7 units thick. It has one large central circular through-hole, four smaller holes around that center region, and one additional mounting hole near each end. The side outline is slightly stepped rather than purely rectangular, but the body remains a thin plate with no pockets, protrusions, or slot features.","64","395","data/reference_models/stl/UB40-T023.stl","True","0.07589672310691109"
"UB40-E024","data/reference_models/stl/UB40-T024.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.08970905977498676","0.46750186899747176","True","2.0","0.0","0.269304640419215","0.051742211861925846","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","24","24","UB40-T024","UB40-T024","UB40-T024.stl","This solid is a thin asymmetric plate about 193.76 by 160 units in plan and 10 units thick. Its outline includes a slanted side, a narrowed middle, and a forked extension at one end; the broad body carries five circular mounting holes, while the fork contains two long parallel rounded-end slots separated by a solid web. The thickness remains uniform and there are no raised levels or enclosed pockets.","69","403","data/reference_models/stl/UB40-T024.stl","True","0.08970905977498676"
"UB40-E025","data/reference_models/stl/UB40-T025.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.13274688697948112","0.2931997996519268","True","2.0","1.0","0.26267030306876554","0.09713240881007129","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","25","25","UB40-T025","UB40-T025","UB40-T025.stl","This solid is a thin-walled rectangular box-like shell about 230 units long, 130 units wide, and 45 units thick. In plan it reads as a rounded rectangle, and the exterior vertical edges are smoothly blended rather than sharp. One large face opens into a hollow cavity, while the opposite large face remains closed, so the form is not a solid block. Aside from that open-sided cavity, the exterior remains clean, with no holes, steps, slots, or local protrusions.","78","462","data/reference_models/stl/UB40-T025.stl","True","0.13274688697948112"
"UB40-E026","data/reference_models/stl/UB40-T026.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.16763465307833297","0.40307358453893083","True","2.0","1.0","0.19101556628911096","0.45052563763404996","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","26","26","UB40-T026","UB40-T026","UB40-T026.stl","This solid is a fastener-like part approximately 12.95 units high, made from a broad circular head about 10.5 units across and a short cylindrical shank below. The top face of the head contains a centered polygonal socket-like recess that stays fully inside the head diameter. Outside that recess, the shape remains smooth and mostly rotational, with no side holes or added attachments.","62","386","data/reference_models/stl/UB40-T026.stl","True","0.16763465307833297"
"UB40-E027","data/reference_models/stl/UB40-T027.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.29713418703040917","0.6948105857410172","True","2.0","1.0","0.2626703030687651","0.0659218080205011","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","27","27","UB40-T027","UB40-T027","UB40-T027.stl","This solid is a helical compression spring with an outer diameter of about 8.63 units and a free length of about 8.70 units. It is formed from round wire wound into multiple evenly spaced turns around a central cylindrical void, giving a regular open helix. No hooks, flattened end turns, end plates, or attached hardware are part of the geometry.","60","347","data/reference_models/stl/UB40-T027.stl","False","0.29713418703040917"
"UB40-E028","data/reference_models/stl/UB40-T028.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.04087233915095989","0.2518628095647142","True","2.0","0.0","0.8011364540382425","0.23325993921875554","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","28","28","UB40-T028","UB40-T028","UB40-T028.stl","This solid is a regular hexagonal nut-like body about 59.96 units across corners, about 55.87 units across flats, and about 30.63 units thick. A centered circular through-hole runs along the main axis, leaving a continuous wall between the hole and the six planar outer faces. The top and bottom remain flat and parallel, and no flange, side slot, or decorative detail is added.","63","378","data/reference_models/stl/UB40-T028.stl","False","0.04087233915095989"
"UB40-E029","data/reference_models/stl/UB40-T029.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.1583796907703894","0.5476664544384021","True","2.0","0.0","0.4062413479264938","0.07253248453802608","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","29","29","UB40-T029","UB40-T029","UB40-T029.stl","This solid is a flange-like body with an outer diameter of about 228.6 units and a total axial height of about 79.38 units. Eight evenly spaced circular bolt holes sit near the perimeter of the flange plate, while a broad cylindrical hub projects from the rear center. The geometry stays centered on one axis, with the bolt-hole ring providing the main repeated non-axisymmetric detail.","64","386","data/reference_models/stl/UB40-T029.stl","True","0.1583796907703894"
"UB40-E030","data/reference_models/stl/UB40-T030.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.08580498117279982","0.34400524468988397","True","2.0","0.0","0.1635810706733814","0.33492402646687414","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","30","30","UB40-T030","UB40-T030","UB40-T030.stl","This solid is a bracket-like plate-like body within an envelope of about 110 by 85 by 55 units. One side carries a large cylindrical boss with a centered through-hole, an adjacent plate region contains one smaller circular hole, and the opposite end is cut by a deep side opening that leaves separated upper and lower projections with an open gap. The part therefore combines a bossed perforated region, a secondary hole, and a clearly open end geometry.","77","454","data/reference_models/stl/UB40-T030.stl","True","0.08580498117279982"
"UB40-E031","data/reference_models/stl/UB40-T031.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.030717003582074652","0.1013693483168372","True","2.0","0.0","0.44088499300205325","0.2471591407436438","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","31","31","UB40-T031","UB40-T031","UB40-T031.stl","This solid is a right-angle bracket occupying roughly 381 by 158.75 by 44.45 units overall. A large rectangular panel forms the main wall, and along one side it meets a narrower perpendicular flange containing four circular through-holes arranged in a single vertical row. The body remains sheet-like and of nearly uniform thickness, without extra cutouts, ribs, or embossed features.","59","384","data/reference_models/stl/UB40-T031.stl","True","0.030717003582074652"
"UB40-E032","data/reference_models/stl/UB40-T032.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.19182863286568108","0.6694931195727339","True","2.0","1.0","0.7265650102348712","0.18267423375300296","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","32","32","UB40-T032","UB40-T032","UB40-T032.stl","This solid is a plate-like body with a regular five-pointed star outline spanning about 138.56 by 123.81 units. A short circular boss rises from the center of the top face, increasing the height locally while the star-shaped base stays much thinner. No holes, recesses, or extra edge features interrupt the clean star perimeter and centered boss arrangement.","57","358","data/reference_models/stl/UB40-T032.stl","True","0.19182863286568108"
"UB40-E033","data/reference_models/stl/UB40-T033.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.14409983498941745","0.6597900840383847","True","2.0","0.0","0.7373464202304442","0.4380474277414532","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","33","33","UB40-T033","UB40-T033","UB40-T033.stl","This solid is a shallow tray-like support structure with a base footprint of about 420 by 260 units and a total height of about 325 units. A flat rectangular base carries one slender upright post at each corner, while the spaces between the posts stay open instead of being closed by side walls. No internal partitions, covers, perforations, or extra framing tiers are introduced beyond the base and four uprights.","70","414","data/reference_models/stl/UB40-T033.stl","True","0.14409983498941745"
"UB40-E034","data/reference_models/stl/UB40-T034.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.09074788881207188","0.33980103110199367","True","2.0","0.0","0.4105810269109579","0.043326343091281916","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","34","34","UB40-T034","UB40-T034","UB40-T034.stl","This solid is a thin plate about 170 units long, 120 units wide, and 15 units thick, with a softened octagonal or rounded-rectangular outline. Two circular through-holes sit near opposite ends along the long axis and are aligned with one another, leaving a broad uninterrupted central region. The perimeter remains smooth and continuous, with no slots, teeth, or added edge features.","61","383","data/reference_models/stl/UB40-T034.stl","True","0.09074788881207188"
"UB40-E035","data/reference_models/stl/UB40-T035.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.07117917554893229","0.3150348653213485","True","0.0","0.0","0.4496179599097641","0.16448159749437546","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","35","35","UB40-T035","UB40-T035","UB40-T035.stl","This solid is a compact rotationally symmetric round component with an outer diameter of about 59.21 units and an axial length of about 27.94 units. Three coaxial circular discs or rim-like flanges overlap around a shared solid center, creating a layered spool-like silhouette rather than one continuous taper. The center stays solid, and there are no spokes, cross-holes, or non-circular interruptions.","61","403","data/reference_models/stl/UB40-T035.stl","True","0.07117917554893229"
"UB40-E036","data/reference_models/stl/UB40-T036.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.06969402542837783","0.18505585373467293","True","0.0","1.0","0.5559572484066594","0.120269582547887","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","36","36","UB40-T036","UB40-T036","UB40-T036.stl","This solid is a torus with an outer diameter of about 49.05 units and a tube diameter of about 5.08 units. It forms a continuous closed ring whose centerline is circular and whose tube cross-section remains rounded all the way around. No flats, seams, tabs, cuts, or local protrusions disturb the pure toroidal shape.","54","317","data/reference_models/stl/UB40-T036.stl","True","0.06969402542837783"
"UB40-E037","data/reference_models/stl/UB40-T037.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.16379327108706124","0.2796737714201222","True","2.0","0.0","0.2774913447313479","0.04405022451710017","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","37","37","UB40-T037","UB40-T037","UB40-T037.stl","This solid is a ninety-degree angle bracket about 70 units long, 35 units high, and 20 units deep. The horizontal flange contains three larger circular through-holes in a row, while the vertical flange carries two smaller mounting holes. Both legs keep a uniform thickness, and the bracket remains a simple bent form without ribs, slots, or extra reinforcement features.","59","370","data/reference_models/stl/UB40-T037.stl","True","0.16379327108706124"
"UB40-E038","data/reference_models/stl/UB40-T038.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.10678445394602182","0.3340765676097246","True","2.0","1.0","0.5406923787311863","0.0716082861638081","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","38","38","UB40-T038","UB40-T038","UB40-T038.stl","This solid is an upright block about 50.8 by 50.8 by 101.6 units overall. Its top edge is sloped rather than level, and one side contains a deep rectangular recess that removes enough material to create an L-shaped side profile. Outside that large recess, the exterior stays plain, with no round holes, bosses, or separate attachments.","56","335","data/reference_models/stl/UB40-T038.stl","True","0.10678445394602182"
"UB40-E039","data/reference_models/stl/UB40-T039.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.1149190647956708","0.23342406230144996","True","2.0","0.0","0.19108677346270916","0.36030547516593536","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","39","39","UB40-T039","UB40-T039","UB40-T039.stl","This solid is a clevis-like block about 127 units long and about 50.8 by 50.8 units in the other two directions. One end becomes a rounded lug with a circular through-hole, and a top slot in that same end splits the material into two parallel arms. The opposite end remains a more solid rectangular mass without additional holes or local cut features.","62","351","data/reference_models/stl/UB40-T039.stl","True","0.1149190647956708"
"UB40-E040","data/reference_models/stl/UB40-T040.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.12204964383897346","0.4053999191881648","False","501.0","0.0","0.1823793804468257","0.3911691330985114","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","expert","expert","40","40","UB40-T040","UB40-T040","UB40-T040.stl","This solid is a bracket-like body about 79.86 units long, 50 units high, and 40 units deep. One end is rounded and pierced by a circular through-hole, the opposite end thickens into a terminal block, and a triangular rib braces the upper arm from below. The angled void beneath the arm stays openly visible rather than being filled in, and no extra perforations or decorative details are added.","68","394","data/reference_models/stl/UB40-T040.stl","True","0.12204964383897346"
"UB40-I001","data/reference_models/stl/UB40-T001.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.10421488140888613","0.3711452154321578","False","13.0","0.0","0.4440336418318084","0.4203205419103564","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","intermediate","intermediate","1","1","UB40-T001","UB40-T001","UB40-T001.stl","This object is a vertical frustum enclosed by roughly 40 by 40 by 50 units. It has two flat circular ends of slightly different diameter, with the larger one on top, and a smooth continuous taper between them. The form remains clean and axisymmetric, without openings or secondary surface features.","50","298","data/reference_models/stl/UB40-T001.stl","True","0.10421488140888613"
"UB40-I002","data/reference_models/stl/UB40-T002.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.1139178224384782","0.4457803648224999","True","2.0","1.0","0.2751399353452379","0.14914631957719404","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","intermediate","intermediate","2","2","UB40-T002","UB40-T002","UB40-T002.stl","This object is a very thin square-like plate about 0.56 by 0.51 units in plan and only about 0.0066 units thick. Its top and bottom faces are flat and parallel, the outer edges stay straight and sharp, and the body contains no cutouts or recesses.","45","247","data/reference_models/stl/UB40-T002.stl","True","0.1139178224384782"
"UB40-I003","data/reference_models/stl/UB40-T003.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.22222041646825574","0.5117314417067613","True","2.0","1.0","0.47451535815201373","0.3168371333357962","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","intermediate","intermediate","3","3","UB40-T003","UB40-T003","UB40-T003.stl","This object is a short solid cylinder about 0.56 units in diameter and about 0.23 units high. Both circular ends are flat, the side wall keeps a constant radius, and no taper, bore, or side feature is present.","38","209","data/reference_models/stl/UB40-T003.stl","True","0.22222041646825574"
"UB40-I004","data/reference_models/stl/UB40-T004.stl","generated_outputs_not_included_in_release/open_loop/iteration2/text2cad_per_sample.csv","1","1","0.0759384849963669","0.18445192972766966","True","2.0","1.0","0.495506021962316","0.05535240918565548","text2cad","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","Iteration2","iteration2","intermediate","intermediate","4","4","UB40-T004","UB40-T004","UB40-T004.stl","This object is a rectangular prism roughly 0.75 units long, 0.375 units wide, and 0.0938 units thick. A centered semicircular notch is removed from one short side and passes through the full thickness, while the remaining faces stay flat and simple.","41","249","data/reference_models/stl/UB40-T004.stl","False","0.0759384849963669"
