"sample_id","ground_truth_path","prediction_path","compile_success","load_success","chamfer_distance","hausdorff_distance","watertight_pred","euler_pred","eecm","sphericity_pred","sphericity_discrepancy","model","method_context","prompt_set","round_name","round_slug","level","difficulty","position_in_level_file","position_in_prompt_file","target_code","uid","source_stl","prompt","word_count","char_count","reference_model_path"
"UB40-E010","data/reference_models/stl/UB40-T010.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.07639694889800513","0.37996874322708474","True","2.0","1.0","0.5099848870207967","0.16520420244488715","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","10","90","UB40-T010","UB40-T010","UB40-T010.stl","This object is a thin U-shaped open frame occupying roughly 0.5625 by 0.2507 by 0.1355 units overall. In plan, the 0.5625-unit span is the long side and the 0.2507-unit span is the short side. The half-thickness is therefore about 0.0678 units, and the long span is more than twice the shorter plan dimension. Its material traces around three sides of a rectangular opening, leaving one long side open, and the two lower ends terminate in short outward-projecting feet. The section remains uniform and prismatic, and the shape does not include circular holes, pockets, tabs, or layered features beyond the basic open frame and feet.","104","632","data/reference_models/stl/UB40-T010.stl"
"UB40-E011","data/reference_models/stl/UB40-T011.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.0033168605328352183","0.010587540308516566","True","2.0","1.0","0.4846454154049535","0.0004085174174777162","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","11","91","UB40-T011","UB40-T011","UB40-T011.stl","This part is a very slender cylindrical pin about 0.75 units long and about 0.043 units in diameter. The corresponding shaft radius is only about 0.0215 units, giving a length-to-diameter ratio of roughly 17.4, so the form reads as a fine straight pin rather than a stubby peg. The shaft diameter remains constant from one end to the other, and both ends are flat circular faces. The entire form is simple and axisymmetric, with no head, taper, groove, cross-hole, or attached subfeature.","82","488","data/reference_models/stl/UB40-T011.stl"
"UB40-E012","data/reference_models/stl/UB40-T012.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","0","0","","","","","","","","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","12","92","UB40-T012","UB40-T012","UB40-T012.stl","This object is a thin square-like plate about 0.5625 by 0.4688 units in plan and about 0.0375 units thick, with rounded outer corners. In plan, the 0.5625-unit dimension is the long side and the 0.4688-unit dimension is the short side. The half-thickness is only about 0.0188 units. Near one corner of the top face there is a large circular blind pocket, clearly offset from the plate center and recessed downward without penetrating the bottom face, so the cavity occupies a large fraction of the local corner region while still leaving a continuous base underneath. Outside that one localized pocket, the part remains flat, uniform, and free of other holes, slots, or raised geometry.","113","686","data/reference_models/stl/UB40-T012.stl"
"UB40-E013","data/reference_models/stl/UB40-T013.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.007116673303465471","0.024773621649875566","True","2.0","1.0","0.6600873092856456","2.556016376920045e-05","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","13","93","UB40-T013","UB40-T013","UB40-T013.stl","This part is a capsule-shaped prism about 0.5625 units long, 0.1238 units wide, and 0.1014 units thick. Because the plan width is about 0.1238 units, each rounded end has a radius of about 0.0619 units. Its outline consists of two straight parallel long edges joined by semicircular ends of equal radius, giving it a pill-like plan shape. The thickness is constant, the top and bottom faces are flat, and the body contains no perforations, recesses, or edge interruptions.","78","472","data/reference_models/stl/UB40-T013.stl"
"UB40-E014","data/reference_models/stl/UB40-T014.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.034627252588575075","0.20751124145084515","True","2.0","1.0","0.7572296788237058","0.020074119186112793","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","14","94","UB40-T014","UB40-T014","UB40-T014.stl","This object is a thin prism based on a teardrop outline, fitting inside approximately 0.2428 by 0.2428 units and measuring about 0.08 units in thickness. The half-thickness is therefore about 0.04 units. One end is broad and rounded, while the opposite end narrows continuously to a single pointed tip, so the maximum plan span and the pointed termination coexist within the same compact square envelope. The body is otherwise plain, with flat faces through the thickness and no holes, bosses, or side notches.","83","510","data/reference_models/stl/UB40-T014.stl"
"UB40-E015","data/reference_models/stl/UB40-T015.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.056775959344415025","0.1431723643390831","True","2.0","1.0","0.8686024711223721","0.029790120718105273","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","15","95","UB40-T015","UB40-T015","UB40-T015.stl","This part is a short rotationally symmetric cylindrical body about 80 units long and about 100 units in diameter. The outer radius is therefore about 50 units and the half-length is about 40 units. One end face is a plain full circular disk, whereas the opposite end is not flat in the same way: it contains a concentric stepped circular face with an outer annular rim surrounding a slightly inset inner circle. The outer side wall remains essentially cylindrical instead of forming a tapered frustum, and the part has no side holes, slots, or non-axisymmetric attachments.","96","573","data/reference_models/stl/UB40-T015.stl"
"UB40-E016","data/reference_models/stl/UB40-T016.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.1329777332044302","0.39896203430200405","True","-10.0","0.0","0.4560202296779769","0.03037877784837767","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","16","96","UB40-T016","UB40-T016","UB40-T016.stl","This object is a compact flange component with an outer diameter of about 25.4 units and an overall axial depth of about 6.76 units. The corresponding outer radius is about 12.7 units and the half-depth is about 3.38 units. The front plate contains one large centered through-hole and six smaller through-holes distributed evenly around it on a circular bolt pattern. On the rear side, a short coaxial cylindrical hub projects from the plate, so the entire body remains strongly concentric and rotationally organized apart from the repeated bolt holes.","89","552","data/reference_models/stl/UB40-T016.stl"
"UB40-E017","data/reference_models/stl/UB40-T017.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.056363658656681165","0.20252743734645337","True","-6.0","1.0","0.3835935279128371","0.005027738634811207","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","17","97","UB40-T017","UB40-T017","UB40-T017.stl","This part is a flat rectangular mounting plate about 250 units long, 150 units wide, and 16 units thick. The 250-unit span is the long side and the 150-unit span is the short side of the plate. The half-length and half-width are therefore about 125 and 75 units, and the plate has a uniform half-thickness of about 8 units. One circular through-hole sits near each corner, with the four holes inset from the outer edges and arranged symmetrically relative to the long-side and short-side centerlines. Beyond that corner-hole pattern, the plate remains a plain slab with straight edges and no slots, countersinks, pads, or other secondary surface modifications.","108","660","data/reference_models/stl/UB40-T017.stl"
"UB40-E018","data/reference_models/stl/UB40-T018.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.040143270666736036","0.12399484659454765","True","2.0","0.0","0.5752874281383527","0.03143090637533219","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","18","98","UB40-T018","UB40-T018","UB40-T018.stl","This object is a straight cylindrical rod about 163.8 units long and 16 units in diameter. The shaft radius is therefore about 8 units and the half-length about 81.9 units. Near one end, a small transverse circular hole passes completely through the shaft, perpendicular to the rod axis. Apart from that cross-hole, the shaft remains smooth, constant in diameter, and terminated by flat circular end faces.","66","406","data/reference_models/stl/UB40-T018.stl"
"UB40-E019","data/reference_models/stl/UB40-T019.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","0","0","","","","","","","","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","19","99","UB40-T019","UB40-T019","UB40-T019.stl","This part is a plate-like solid about 107.95 units wide, 76.2 units tall, and 25.4 units thick. In the front outline, the 107.95-unit horizontal span is the long side and the 76.2-unit vertical span is the short side. The half-width, half-height, and half-thickness are therefore about 53.98, 38.1, and 12.7 units. The lower portion reads as a rectangle, while the upper boundary rises into a broad arch with rounded upper corners, giving the silhouette a softened, sign-like appearance. Two circular through-holes occupy the upper left and upper right regions in roughly mirrored positions, while the central upper area between them remains solid.","102","648","data/reference_models/stl/UB40-T019.stl"
"UB40-E020","data/reference_models/stl/UB40-T020.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.02497119215051252","0.16738985659695146","True","2.0","1.0","0.49716681583478234","0.07223359394057899","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","20","100","UB40-T020","UB40-T020","UB40-T020.stl","This object is a tall rectangular block with an outer envelope of about 76.2 by 50.8 by 152.4 units. In plan, the top face has a 76.2-unit long side and a 50.8-unit short side. The half-widths of the outer body are therefore about 38.1 and 25.4 units in plan, while the full height reaches 152.4 units. Its key feature is a deep U-shaped slot cut downward from the top face, creating two upper prongs separated by a rectangular opening whose long direction follows the 76.2-unit side. Outside that top opening, the body remains rectilinear and plain, with flat side walls and no additional perforations or side cutouts.","107","619","data/reference_models/stl/UB40-T020.stl"
"UB40-E021","data/reference_models/stl/UB40-T021.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","0","0","","","","","","","","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","21","101","UB40-T021","UB40-T021","UB40-T021.stl","This part is a thin-walled bracket frame approximately 120 units long, 40 units high, and 21 units deep. The 120-unit span is the long direction of the front view, the 40-unit span is the short vertical side of that front envelope, and the 21-unit measure is the depth. The half-depth is therefore about 10.5 units, and the large central opening occupies most of the 120-by-40 frontal envelope rather than appearing as a small window. Two larger rectangular end plates stand at the left and right short ends, and they are connected by a lower bridge plus a top web whose upper outline rises toward the middle and then slopes back down, rather than staying flat. Those members leave a large rectangular central opening, inside which a narrower upright middle panel carries one large circular hole together with four smaller surrounding holes. Each outer end plate also contains one small hole, so the part reads as an open framed bracket with a perforated central panel rather than as a solid block.","170","998","data/reference_models/stl/UB40-T021.stl"
"UB40-E022","data/reference_models/stl/UB40-T022.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","0","0","","","","","","","","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","22","102","UB40-T022","UB40-T022","UB40-T022.stl","This object is a flat three-lobed washer-like plate about 299.75 by 276.72 units in plan and about 15 units thick. The half-thickness is therefore about 7.5 units, while the three outer lobes repeat around the center at roughly 120-degree intervals. A circular through-hole lies at the center, the outer perimeter expands into three rounded lobes, and the regions between adjacent lobes are defined by inward-curving concave arcs. The body is thin relative to its span and does not contain any extra holes, ribs, bosses, or stepped thickness regions.","88","550","data/reference_models/stl/UB40-T022.stl"
"UB40-E023","data/reference_models/stl/UB40-T023.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","0","0","","","","","","","","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","23","103","UB40-T023","UB40-T023","UB40-T023.stl","This part is an elongated mounting plate about 108 units long, 53.1 units wide, and 10.7 units thick. The 108-unit span is the long side and the 53.1-unit span is the short side. The half-width is therefore about 26.55 units and the half-thickness about 5.35 units. At its center is one large circular through-hole, around which four smaller circular holes are arranged, and near each short end there is one additional mounting hole. The outer boundary is not a plain rectangle: shallow stepped transitions modify the side profile along the long direction while the body remains overall thin and plate-like.","100","607","data/reference_models/stl/UB40-T023.stl"
"UB40-E024","data/reference_models/stl/UB40-T024.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.025324695438217894","0.2076381079717085","True","-8.0","0.0","0.3125964345290733","0.008450417752067507","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","24","104","UB40-T024","UB40-T024","UB40-T024.stl","This object is a thin asymmetric plate about 193.76 by 160 units in plan and 10 units thick. The 193.76-unit span is the long side and the 160-unit span is the short side in plan. The half-thickness is therefore about 5 units. Its perimeter includes a slanted region along one long side, a narrowed middle region, and a forked extension at one short end; five circular mounting holes are distributed through the broader body area. Within the forked end, two long parallel rounded-end slots run side by side, separated by a solid web, so the forked region contains three narrow longitudinal bands measured across the short-side direction: slot, web, slot.","110","654","data/reference_models/stl/UB40-T024.stl"
"UB40-E025","data/reference_models/stl/UB40-T025.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","0","0","","","","","","","","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","25","105","UB40-T025","UB40-T025","UB40-T025.stl","This part is a thin-walled rectangular box-like shell about 230 units long, 130 units wide, and 45 units thick overall. In plan, the 230-unit span is the long side and the 130-unit span is the short side. The outer half-dimensions are therefore about 115 by 65 by 22.5 units. In plan view the outer boundary is a rounded rectangle, and the exterior edges and corners are smoothly blended rather than sharp. The body is hollow inside, with a broad recessed cavity that opens from one large 230-by-130 face, while the opposite large face remains closed as an end wall. No extra holes, ribs, bosses, or internal partitions are present beyond the single open-sided container form.","115","676","data/reference_models/stl/UB40-T025.stl"
"UB40-E026","data/reference_models/stl/UB40-T026.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.13671803558476353","0.4113918867942365","True","2.0","1.0","0.6235036349184809","0.01803756900468001","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","26","106","UB40-T026","UB40-T026","UB40-T026.stl","This object is a fastener-like part approximately 12.95 units tall, composed of a broad circular head about 10.5 units across and a short cylindrical shank beneath it. The head radius is therefore about 5.25 units and the overall half-height about 6.48 units. A polygonal socket-like recess is centered in the top face of the head and remains fully contained within the head diameter. The rest of the part is smooth and predominantly rotationally symmetric, without side holes or additional attachments.","80","503","data/reference_models/stl/UB40-T026.stl"
"UB40-E027","data/reference_models/stl/UB40-T027.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.1014787024289368","0.4432801023174593","False","0.0","0.0","0.07887677938755691","0.11787171566070709","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","27","107","UB40-T027","UB40-T027","UB40-T027.stl","This part is a helical compression spring with an outer diameter of about 8.63 units and a free length of about 8.70 units. The outer coil radius is therefore about 4.32 units, and the spring envelope is almost as long as it is wide. It is formed from round wire wound into multiple evenly spaced turns around a central cylindrical void, with a visually regular pitch from one end to the other. No hooks, end plates, flattened ends, or attached hardware are present.","83","466","data/reference_models/stl/UB40-T027.stl"
"UB40-E028","data/reference_models/stl/UB40-T028.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.023407499592988257","0.05275079106610513","True","0.0","1.0","0.5861043797105148","0.01822786489102779","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","28","108","UB40-T028","UB40-T028","UB40-T028.stl","This object is a regular hexagonal nut-like solid about 59.96 units across its corners, about 55.87 units across the flats, and about 30.63 units thick. The half-thickness is therefore about 15.32 units, and the corner-to-flat ratio confirms a regular hexagonal outer boundary rather than an irregular polygon. A centered circular through-hole runs along the main axis, leaving a consistent wall around the opening relative to the hexagonal outer boundary. The top and bottom faces are flat and parallel, and the six outer side faces remain planar and evenly spaced.","89","566","data/reference_models/stl/UB40-T028.stl"
"UB40-E029","data/reference_models/stl/UB40-T029.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.10832993935080094","0.3272007490534702","True","-14.0","1.0","0.4782738219533327","0.0005000105111871989","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","29","109","UB40-T029","UB40-T029","UB40-T029.stl","This part is a flange-type body with an outer diameter of about 228.6 units and a total axial height of about 79.38 units. The outer radius is therefore about 114.3 units and the half-height about 39.69 units. Eight evenly spaced circular bolt holes are distributed around the outer flange plate near the perimeter, so the repeated hole pattern advances in 45-degree increments around the center, while a broad cylindrical hub projects from the rear face at the center. The main body remains concentric and rotationally ordered, with the repeated bolt-hole array as the primary non-axisymmetric feature.","96","603","data/reference_models/stl/UB40-T029.stl"
"UB40-E030","data/reference_models/stl/UB40-T030.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.10445486700605813","0.3306928478816521","True","0.0","1.0","0.42906758894206826","0.06943750819818728","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","30","110","UB40-T030","UB40-T030","UB40-T030.stl","This object is a bracket-like plate-like part bounded by an overall envelope of about 110 by 85 by 55 units. In the main plate footprint, the 110-unit span is the long side and the 85-unit span is the short side, while 55 units is the depth. The half-extents are therefore about 55, 42.5, and 27.5 units along the three principal directions. From one side of the main body, a large cylindrical boss projects outward and contains a centered circular through-hole along its axis, while a second smaller circular hole passes through the adjacent plate region. At the opposite short-end region, the part is cut by a deep rectangular side opening that creates a clearly stepped open form with an upper overhanging arm and a lower projecting section separated by an empty gap. The opening must remain visibly open, and no diagonal rib, brace, or other connecting web should span that gap. The cylindrical boss should read as a dominant attached feature rather than as a rounded edge of the plate.","170","990","data/reference_models/stl/UB40-T030.stl"
"UB40-E031","data/reference_models/stl/UB40-T031.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.2058508017055891","0.5420234090962576","False","-5.0","0.0","0.11362515775790401","0.08010069450050543","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","31","111","UB40-T031","UB40-T031","UB40-T031.stl","This part is a long, thin sheet-metal-like angle bracket occupying roughly 381 by 158.75 by 44.45 units overall. The broad rectangular panel therefore has a 381-unit long side and a 158.75-unit short side, while the bent return flange projects roughly 44.45 units in the perpendicular direction, giving half-panel dimensions of about 190.5 by 79.38 units before the edge bend is considered. The dominant element is a broad rectangular panel, and along one long side that panel is bent into a narrow perpendicular return flange that runs continuously along the edge rather than appearing only as a short end tab. Four circular through-holes are placed in a straight line along that narrow flange, while the broad rectangular panel stays plain and unperforated. The section is uniformly thin, the bend is continuous, and there are no extra slots, bosses, or secondary cutouts beyond the four flange holes.","145","903","data/reference_models/stl/UB40-T031.stl"
"UB40-E032","data/reference_models/stl/UB40-T032.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.0418901542443087","0.1553478522936721","True","2.0","1.0","0.36065213036435734","0.1832386461175109","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","32","112","UB40-T032","UB40-T032","UB40-T032.stl","This object is a plate-like solid with a regular five-pointed star outline spanning about 138.56 by 123.81 units. The five arms repeat around the center at approximately 72-degree intervals. Rising from the center of the top face is a short circular boss, bringing the total height to about 32.03 units while the star body itself remains much thinner. The boss is concentric and visually distinct from the pointed star arms, and no additional holes or recesses are present.","78","473","data/reference_models/stl/UB40-T032.stl"
"UB40-E033","data/reference_models/stl/UB40-T033.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.017986883434804337","0.05956845781539454","True","2.0","0.0","0.15327241837123226","0.14602657411775868","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","33","113","UB40-T033","UB40-T033","UB40-T033.stl","This part is a shallow tray-like structure with a base footprint of about 420 by 260 units and a total height of about 325 units. The base therefore has a 420-unit long side and a 260-unit short side. The half-footprint is therefore about 210 by 130 units, and the corner posts rise through essentially the full 325-unit height above the base. A flat rectangular base supports one slender upright post at each corner, and the spaces between posts remain open rather than being closed by side walls. The overall form reads as an open frame or tray support, without partitions, covers, or extra perforated details.","105","612","data/reference_models/stl/UB40-T033.stl"
"UB40-E034","data/reference_models/stl/UB40-T034.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","0","0","","","","","","","","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","34","114","UB40-T034","UB40-T034","UB40-T034.stl","This object is a thin plate about 170 units long, 120 units wide, and 15 units thick, with a softened octagonal or rounded-rectangular outline. The 170-unit span is the long side and the 120-unit span is the short side. The half-length, half-width, and half-thickness are therefore about 85, 60, and 7.5 units. Two circular through-holes sit near the opposite short-end regions along the long axis, aligned with each other and separated by a clear central solid region. The perimeter stays smooth, with no teeth, slots, or other secondary edge features.","90","553","data/reference_models/stl/UB40-T034.stl"
"UB40-E035","data/reference_models/stl/UB40-T035.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.07706291335296692","0.26542403266428516","True","2.0","1.0","0.3837119762737663","0.23038758113037328","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","35","115","UB40-T035","UB40-T035","UB40-T035.stl","This part is a compact rotationally symmetric solid component with an outer diameter of about 59.21 units and an axial length of about 27.94 units. The outer radius is therefore about 29.61 units and the half-length about 13.97 units. Instead of a single plain cylinder, the body is built from three coaxial circular discs or rim-like flanges positioned at different axial locations around a shared solid cylindrical center. The three round elements overlap in projection and create a layered spool-like silhouette, with one broader outer flange and two additional circular plates offset along the axis rather than a simple monotonic stepped cone. The center remains solid, and there are no spokes, cross-holes, or non-circular interruptions.","115","742","data/reference_models/stl/UB40-T035.stl"
"UB40-E036","data/reference_models/stl/UB40-T036.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.28670686878821783","0.6172112699693836","True","0.0","1.0","0.4356764803779212","1.1185480851161334e-05","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","36","116","UB40-T036","UB40-T036","UB40-T036.stl","This object is a torus with an outer diameter of about 49.05 units and a rounded tube diameter of about 5.08 units. The corresponding outer radius is about 24.53 units, the tube radius about 2.54 units, and the major centerline radius about 21.99 units. The ring is continuous, smooth, and fully closed, with a circular centerline and a circular-section tube all the way around. No flats, cuts, seams, tabs, or local protrusions interrupt the otherwise pure toroidal geometry.","78","476","data/reference_models/stl/UB40-T036.stl"
"UB40-E037","data/reference_models/stl/UB40-T037.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.18292217241211906","0.6782271179102978","True","-8.0","1.0","0.3945276603596703","0.16108654014542256","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","37","117","UB40-T037","UB40-T037","UB40-T037.stl","This part is a ninety-degree angle bracket about 70 units long, 35 units high, and 20 units deep. The 70-unit span is the long direction of the horizontal flange, the 35-unit span is the vertical rise of the short flange, and the 20-unit measure is the depth. The half-depth is therefore about 10 units, and the two flanges meet as a simple constant-thickness bend rather than as separate assembled pieces. The horizontal flange contains three larger circular through-holes arranged in a row along the long direction, while the vertical flange contains two smaller mounting holes. Both flanges are of uniform thickness, and the geometry remains a simple bent bracket without added ribs or unnecessary local complexity.","116","718","data/reference_models/stl/UB40-T037.stl"
"UB40-E038","data/reference_models/stl/UB40-T038.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.09712196964138045","0.3161920209023603","False","2.0","1.0","1.5835351493926684","0.971234484497674","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","38","118","UB40-T038","UB40-T038","UB40-T038.stl","This object is an upright block with overall dimensions of about 50.8 by 50.8 by 101.6 units. Because the footprint is square, there is no long-side versus short-side distinction in plan; both horizontal spans are 50.8 units. The half-widths are therefore about 25.4 by 25.4 units and the half-height about 50.8 units. Its top edge slopes from one side face to the opposite side face rather than remaining level, and one side contains a deep rectangular recess that removes enough material to create an L-shaped side profile. Other than that large side recess, the exterior stays plain and free of round holes, bosses, or extra attachments.","106","640","data/reference_models/stl/UB40-T038.stl"
"UB40-E039","data/reference_models/stl/UB40-T039.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","0","0","","","","","","","","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","39","119","UB40-T039","UB40-T039","UB40-T039.stl","This part is a clevis-like block about 127 units long and about 50.8 by 50.8 units in the other two directions. The 127-unit measure is the long axis of the part, while the cross-section is square so there is no long-side versus short-side distinction across the 50.8-by-50.8 section. The square cross-section therefore has half-widths of about 25.4 units, and the rounded lug sits within that same overall width rather than projecting far beyond it. One end forms a rounded lug with a circular through-hole, and a top slot cut into that same end splits the material into two parallel arms. The opposite end remains a more solid rectangular mass without extra holes or local cut features.","116","688","data/reference_models/stl/UB40-T039.stl"
"UB40-E040","data/reference_models/stl/UB40-T040.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","0","0","","","","","","","","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","expert","expert","40","120","UB40-T040","UB40-T040","UB40-T040.stl","This object is a bracket-like solid about 79.86 units long, 50 units high, and 40 units deep. The 79.86-unit span is the long direction of the part, the 50-unit measure is the vertical height, and the 40-unit measure is the depth. The half-depth is therefore about 20 units, and the rounded perforated end and the thicker terminal block occupy opposite sides of the same 79.86-unit span. One end is rounded and contains a circular through-hole, the opposite end thickens into a terminal block, and a triangular support rib rises beneath the upper arm. The angled void beneath the arm remains open and should not be filled in by extra connecting material.","111","654","data/reference_models/stl/UB40-T040.stl"
"UB40-I001","data/reference_models/stl/UB40-T001.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.03660607328586563","0.10687317580207428","True","2.0","1.0","0.8575169351604587","0.00683724858170609","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","1","41","UB40-T001","UB40-T001","UB40-T001.stl","A vertically oriented circular frustum about 50 units tall, with a larger circular end of roughly 40 units in diameter and a slightly smaller circular end at the opposite side. The side wall tapers smoothly between the two flat faces, and no holes, grooves, or secondary features are present.","49","292","data/reference_models/stl/UB40-T001.stl"
"UB40-I002","data/reference_models/stl/UB40-T002.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.009903453177407682","0.03251546135655881","True","2.0","1.0","0.12607313496967623","7.951920163237758e-05","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","2","42","UB40-T002","UB40-T002","UB40-T002.stl","A very thin plate with an almost square footprint of about 0.56 by 0.51 units and a thickness of only about 0.0066 units. The top and bottom faces are flat and parallel, the edges are straight, and the part has no holes or cutouts.","44","231","data/reference_models/stl/UB40-T002.stl"
"UB40-I003","data/reference_models/stl/UB40-T003.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.01375939362157302","0.0437493708835212","True","2.0","1.0","0.7950071020482234","0.003654610560413496","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","3","43","UB40-T003","UB40-T003","UB40-T003.stl","A short solid cylinder about 0.56 units in diameter and about 0.23 units high. Both ends are flat and circular, and the side surface is smooth and constant without tapers or holes.","32","180","data/reference_models/stl/UB40-T003.stl"
